id,lat,lng,name,created,modified
,35.7282349,139.9008572,プリンスハイツ市川,,
,35.5231859,139.7093871,シテラ川崎グランフォンテ,,
,35.4593976,139.6225511,横浜高島タウンハイツ,,
,35.4592254,139.6098526,ビッグヴァン横浜西,,
,35.4063337,139.5288382,ヴィルヌーブ戸塚,,
,35.3369344,139.4980579,ライオンズマンション藤沢弥勒寺,,
,35.3417227,139.4829644,クリオ藤沢弐番館,,
,35.3468766,139.4500698,ビッグヴァン湘南辻堂,,
,35.6426728,139.7564909,マリンシティダイヤモンドパレス,,
,35.6439587,139.7519274,ネオハイツ田町,,
,35.6485442,139.7523383,ワコー三田マンション,,
,35.644542,139.7547688,ニューハイム田町,,
,35.6393252,139.7491169,アルシオン芝浦,,
,35.6358037,139.7383177,高輪グランドハイツ,,
,35.6214272,139.7239723,ＮＫ五反田コータース,,
,35.6280432,139.727244,藤和島津山コープ,,
,35.6322921,139.7090788,目黒グリーンコープ,,
,35.6366165,139.707133,クレッセント目黒2,,
,35.6419968,139.7190943,ライオンズマンション広尾第２,,
,35.6609553,139.7067254,ニューハイツ青山,,
,35.6854271,139.6978086,ニューステイトメナー,,
,35.7168432,139.7058286,目白ハイツ,,
,35.713454,139.7159304,グランテラッセ西早稲田 南館,,
,35.7230095,139.7121749,パレドール目白,,
,35.7375059,139.7229012,マンション大塚,,
,35.7303008,139.730436,藤和南大塚コープ,,
,35.7322509,139.7361645,メゾン・デラビル巣鴨,,
,35.5713982,139.6355258,武蔵中原パークホームズ,,
,35.5849505,139.625056,ライオンズガーデンテラス武蔵新城,,
,35.6782052,139.4623096,エフユニバース,,
,35.490683,139.6389688,ナイスサンソレイユ妙蓮寺,,
,35.4304735,139.6379787,ランドシティ横濱山手参番館,,
,35.4262491,139.640273,ビッグヴァン横濱山手,,
,35.3788028,139.6251968,サングレイス新杉田,,
,35.3455064,139.5277212,藤和鎌倉台コープ,,
,35.7101204,139.6613133,ハイツ中野,,
,35.7027432,139.6487756,ネオコーポ高円寺,,
,35.7123949,139.6399483,横川エンゼルハイム阿佐谷,,
,35.7068314,139.6159728,プリンスマンション,,
,35.7080701,139.6157478,キャニオングランデ荻窪,,
,35.7117804,139.6020045,西荻第2国際マンション,,
,35.7035007,139.5990911,日伸西荻プラザ,,
,35.7110101,139.569724,エステート吉祥寺,,
,35.6964587,139.5609948,中銀三鷹マンシオン,,
,35.6998398,139.4174151,ダイアパレス立川,,
,35.8684286,139.6494178,レーベンハイム浦和常盤,,
,35.8039245,139.7104643,中銀川口マンシオン,,
,35.8024999,139.7216564,ハイネス川口,,
,35.8018194,139.7206383,藤和川口本町コープ,,
,35.7819585,139.7206528,ジェム赤羽アドバンスドシティ,,
,35.755954,139.7410659,トーカンマンション王子,,
,35.7551041,139.7391244,トーア飛鳥山マンション,,
,35.5199972,139.674269,エンゼルハイム下末吉,,
,35.4484989,139.6288871,ちぇるる野毛,,
,35.4223635,139.6635436,グランデュオ本牧,,
,35.4276933,139.6467893,トーカン山手タウンハウス,,
,35.4179448,139.6314985,コーラル根岸,,
,35.421717,139.6595978,パルスポート新本牧,,
,35.3724886,139.5639775,ローレルスクエア港南台B棟,,
,35.7429274,139.7205346,日神パレステージ板橋,,
,35.8635036,139.6309585,コスモ浦和西,,
,35.7045438,139.6829121,サンクス東中野マンションＡ棟,,
,35.7097428,139.6669879,中野プリンスマンション,,
,35.7004374,139.6612322,ライオンズマンション高円寺南,,
,35.7104879,139.5710405,イトーピア吉祥寺マンション,,
,35.6962088,139.5613753,朝日三鷹マンション,,
,35.7297707,139.8488664,東急ドエル・アルス平和橋,,
,35.7474867,139.6945118,サンライフ大山,,
,35.7713236,139.6806489,ライオンズヒルズ板橋中台,,
,35.765606,139.6546704,ライオンズマンション平和台第2,,
,35.7715824,139.632066,ライオンズマンション成増,,
,35.7225419,139.6906799,キャッスルマンション目白西,,
,35.7361879,139.6399887,エクセレントフォーラム中村橋,,
,35.7322665,139.6249276,富士見台パークホームズ,,
,35.7488265,139.6201514,レインボー石神井公園マンション,,
,35.7409051,139.6179965,マージュ練馬高野台,,
,35.743977,139.6191962,ハイツ石神井公園,,
,35.7417938,139.5882075,石神井台ガーデニア弐番館,,
,35.7500101,139.5437965,ひばりヶ丘プラザ,,
,35.7168474,139.6533914,カルム野方,,
,35.7293253,139.59676,上石神井ビューハイツ,,
,35.7331454,139.5397225,ルミエール田無,,
,35.6666736,139.636502,マンション赤堤テラス,,
,35.673715,139.6157544,上北沢テラス,,
,35.6719038,139.6075691,クレッセント芦花公園,,
,35.6704231,139.5961368,NICハイム千歳烏山,,
,35.6503228,139.5389965,調布ガーデンハイツ,,
,35.6712957,139.4885882,キャッスルマンション府中参番館,,
,35.6881027,139.6171705,ドムス高井戸,,
,35.6819726,139.6154431,エザンス高井戸,,
,35.6734315,139.6086773,パークアベニュー芦花公園弐番館,,
,35.6322679,139.6005666,サンライン成城ハイツ,,
,35.6461298,139.58343,狛江ハイタウン４号棟,,
,35.6202558,139.5490978,マイキャッスル向ヶ丘遊園,,
,35.611624,139.544071,ソフトタウン生田,,
,35.6121765,139.5180454,ライオンズガーデン百合ヶ丘,,
,35.5106549,139.4242821,ライオンズマンション小田急相模原第3,,
,35.4493147,139.3794457,ベルドゥムール海老名弐番館,,
,35.4920174,139.453631,アルス鶴間,,
,35.3095464,139.4873256,湘南グリーンハイツ１号棟,,
,35.309648,139.4862224,ライオンズタワー片瀬江ノ島,,
,35.6465539,139.6955074,セブンスターマンション東山,,
,35.6288943,139.6748125,柿の木坂パレス,,
,35.6303194,139.6828451,学芸大ハイツ,,
,35.6239482,139.6917751,秀和清水池レジデンス,,
,35.6154001,139.6753854,シャンボール第二都立大,,
,35.609874,139.6638336,コスモ自由が丘,,
,35.5675365,139.6631036,ライオンズマンション元住吉第３,,
,35.532673,139.6287827,ガーデンズ綱島スカイウイング,,
,35.5306372,139.6397429,パークシティ綱島弐番街,,
,35.5027292,139.6439239,妙蓮寺パークホームズ,,
,35.5035123,139.641063,セザール第ニ妙蓮寺,,
,35.4787119,139.6167681,横浜エクセル三ツ沢,,
,35.6009634,139.7365472,エンゼルハイム大井,,
,35.6103432,139.6516764,秀和等々力レジデンス,,
,35.6328985,139.6536187,駒沢ガーデンハイツＢ棟,,
,35.6414521,139.6433362,アルカサル世田谷上町,,
,35.6220281,139.6315725,日商岩井第2玉川台マンション,,
,35.6295647,139.6356652,マイキャッスル用賀ヒルズ,,
,35.6217922,139.6245399,玉川瀬田タウンホーム,,
,35.594874,139.5985863,コスモ梶ヶ谷ルセーヌ,,
,35.5700305,139.5771289,リリファ鷺沼,,
,35.5761352,139.579931,鷺沼南パークホームズ参番館,,
,35.5827508,139.5647348,プレディオ鷺沼第一,,
,35.5759739,139.549492,グリーンシテイー第２たまプラーザ,,
,35.5783487,139.563874,たまプラーザ美しが丘スカイマンションＣ棟,,
,35.5687751,139.5594777,あざみ野スカイマンション,,
,35.548802,139.5306644,ライオンズガーデン藤が丘壱番館,,
,35.5383967,139.5119795,コスモ青葉台イーストヒルズ,,
,35.5466667,139.5044376,コローレ青葉台Ａ棟,,
,35.5178906,139.4538494,つきみ野スカイハイツ,,
,35.5975901,139.6807411,ナイスアーバン石川台,,
,35.5951322,139.6812357,パーク・ハイム雪が谷,,
,35.6405339,139.6505588,ライオンズマンション世田谷,,
,35.6262263,139.7129703,目黒不動前ハイツ,,
,35.6281716,139.7096863,グランドメゾン目黒,,
,35.6086875,139.6829618,秀和大岡山レジデンス,,
,35.6149196,139.7469611,ニューライフ東品川,,
,35.6082627,139.7425909,エクセル南品川,,
,35.4325648,139.6131751,アーバンヒルズ吉野町 売事務所・店舗,,
,35.4293676,139.5784732,グランコート六ッ川ガーデン,,
,35.4115422,139.5828536,ライオンズマンション上大岡第８,,
,35.4045598,139.5925665,グリーンビレッジ上大岡,,
,35.6906131,139.7163342,ビラカーサ四谷四丁目,,
,35.6862785,139.6555204,日商岩井第2方南町マンション,,
,35.7316833,139.7858357,日神パレス東日暮里第２,,
,35.7334387,139.7866939,シティハイツ三ノ輪,,
,35.7193399,139.7849976,北上野永谷コーポラス,,
,35.6457548,139.7229549,グランコピエ広尾,,
,35.7055981,139.7360903,ライオンズマンション神楽坂第３,,
,35.6471531,139.8822609,なぎさニュータウン３号棟,,
,35.6646038,139.8742581,葛西サンハイツ,,
,35.7068988,139.7655329,フドウ山本ハイツ,,
,35.6705023,139.7382945,プライム赤坂,,
,35.6692913,139.7367752,氷川アネックス2号館,,
,35.6710603,139.7301535,インペリアル赤坂フォラム,,
,35.7569422,139.6680492,コープ野村練馬氷川台,,
,35.7492869,139.6655775,ファミール氷川台,,
,35.7325829,139.7005006,西池袋ローヤルコーポ,,
,35.6595966,139.7999149,ファミール浜園,,
,35.682651,139.7420408,藤和半蔵門コープ,,
,35.7312625,139.7575213,日興パレス文京,,
,35.6176052,139.7174341,キクエイパレス戸越,,
,35.5906839,139.7013884,プライムコート中馬込山の手台,,
,35.5857672,139.6970822,セザール仲池上,,
,35.584073,139.6979156,ピアースコード西馬込,,
,35.7866567,139.6834949,蓮根ファミールハイツ2号棟,,
,35.7889498,139.6796121,蓮根サンパワー,,
,35.7710425,139.6885949,シャルム見次公園,,
,35.7754725,139.692625,シャンボール志村坂上,,
,35.7693014,139.6987385,いづみハイツ本蓮沼,,
,35.7604942,139.7062881,ニューハイム板橋,,
,35.7483738,139.7172236,藤和シティコープ板橋,,
,35.7491437,139.7282809,サニーコート滝野川,,
,35.6437694,139.7372037,パシフィック魚籃坂,,
,35.6420302,139.7212608,サンビューハイツ白金台,,
,35.6845307,139.866926,サンヴェール船堀,,
,35.700782,139.7372432,アルファホームズ新神楽坂アスティオン,,
,35.7487136,139.6545431,ライオンズテラス豊島園第２,,
,35.7520573,139.6409635,エンゼルハイム練馬春日町,,
,35.7514851,139.6390498,エリム春日町パークタワー,,
,35.4618084,139.5926185,コトー横浜星川二番館,,
,35.470142,139.5750703,ライオンズマンション上星川,,
,35.5362425,139.5868539,プロムナード仲町台3号棟,,
,35.5017397,139.6100856,リステージ岸根公園ヴィルクール,,
,35.4979652,139.6146628,横浜岸根公園パーク・ホームズ,,
,35.470449,139.5971677,ＣＩＴＹ ＷＩＮＤＳ 横浜三ツ沢公園,,
,35.4224676,139.6124195,ライオンズガーデン横浜蒔田,,
,35.5478789,139.6209274,セルコヴァハイツ綱島,,
,35.6963698,139.6848457,マンション中野坂上,,
,35.6333737,139.6424431,ライオンズマンション桜新町,,
,35.737052,139.5893021,ヴェルティ石神井公園,,
,35.5866086,139.56021,ライオンズマンションたまプラーザ第６,,
,35.5359232,139.4974815,ユニベル長津田,,
,35.6322569,139.6054605,成城オリンピックマンション,,
,35.6989556,139.7770436,新和泉ビル,,
,35.7538688,139.3124689,マイコート羽村,,
,35.6165205,140.098985,リーベスト西千葉,,
,35.708378,139.6025184,杉並コーポラス,,
,35.697595,139.788754,五十栄ビル,,
,35.7077439,139.7947753,柳恵キングハイツ,,
,35.5262384,139.5200849,サングレイス十日市場,,
,35.667661,139.6446249,マンション第二明大前,,
,35.4703477,139.4869083,ライオンズマンション瀬谷第２,,
,35.7440823,139.7108604,池袋マンションヒルハイム,,
,35.7166792,139.9255383,トマス本八幡,,
,35.6083861,139.6744883,自由ヶ丘第７コーポ405号室,,
,35.8719943,139.9492638,プレミアムフォレスト柏,,
,35.6383998,139.5796266,豊栄狛江マンション,,
,35.7353839,139.751569,メゾンドール駒込,,
,35.6714319,139.6146601,エントピア五月園,,
,35.4941517,139.6033864,クリオ片倉町六番館,,
,35.656322,139.6886022,渋谷コーポ,,
,35.7303197,139.7907215,アリュージュ三ノ輪,,
,35.7433533,139.672125,パシフィック江古田マンション,,
,35.8017888,139.7201801,本町ハイツ,,
,35.7133307,139.8070332,向島パークハイツ,,
,35.5620593,139.5608334,江田ビレジＡ棟,,
,35.4697075,139.6201288,シェリーヒルズ横浜,,
,35.3347069,139.4074161,パークタウン茅ヶ崎１０号棟,,
,35.6976083,139.6240512,東荻窪マンション,,
,35.6870716,139.5631299,財住協１３三鷹マンション,,
,35.7440823,139.7108604,池袋マンションヒルハイム,,
,35.543102,139.6520164,ＮＩＣアーバンハイム日吉第２,,
,35.6327156,139.6007702,成城マンション,,
,35.6435005,139.7542439,田町東豊エステート,,
,35.5418713,139.5127793,サンマンション青葉台ガーデン,,
,35.7677011,139.6835566,常盤台パークハイツ,,
,35.6315553,139.7062752,マンションＶＩＰ目黒,,
,35.5394147,139.5443411,コープ野村市ヶ尾,,
,35.6811008,139.6613518,京王南台コーポラス,,
,35.7095772,139.9450729,ライオンズマンション下総中山,,
,35.7046312,139.7266437,ヴィラテック早稲田,,
,35.7097294,139.543553,武蔵野桜橋マンション,,
,35.5722441,139.6998358,アーバイル池上,,
,35.7019609,139.7819071,クイーンハイツ浅草橋,,
,35.2996811,139.5669506,ライオンズマンション逗子披露山公園,,
,35.8943193,139.6401064,大宮平和台マンションＡ棟,,
,35.6790794,139.65889,日商岩井方南町マンション,,
,35.6823345,139.6558067,カーサ和泉,,
,35.7403878,139.8777275,レーベンハイム西小岩ロイヤルガーデン,,
,35.914672,139.6237181,ライオンズプラザ大宮,,
,35.5524384,139.4841379,リーデンススクエアあおば山の手台五番館,,
,35.6107409,139.681287,コーポ大岡山,,
,35.7161519,139.7126085,レインボー目白,,
,35.6083861,139.6744883,自由ヶ丘第７コーポ403号室,,
,35.7071811,139.7319571,ベルディ早稲田東,,
,35.7241967,139.6535106,パラスト野方,,
,35.4331814,139.6206937,ライオンズマンション高砂第２,,
,35.672888,139.7323921,赤坂パレスマンション,,
,35.6904505,139.6661055,富士見コーポ,,
,35.5375503,139.648703,ライフレビュー綱島東,,
,35.7002355,139.8337936,グリーンキャピタル亀戸水神,,
,35.7336459,139.6667953,秀和豊玉レジデンス,,
,35.6710098,139.6188764,アローハイツ上北沢（オーナーチェンジ）,,
,35.5930851,139.6372763,ハイラーク武蔵小杉,,
,35.7880002,139.9078219,藤和シティコープ松戸小根本,,
,35.6397924,139.7471557,グランドパレス田町,,
,35.3014196,139.6001548,マイキャッスル湘南逗子サン・ヴェローナ２番館,,
,35.7145504,139.7196412,目白台ハイツ,,
,35.6878376,139.5597075,コートハウス三鷹,,
,35.7078523,139.8001887,グレイス吾妻,,
,35.6037579,139.6515127,ライオンズマンション等々力,,
,35.345914,139.5173779,鎌倉ロジュマンＢ棟,,
,35.6695436,139.6288202,シーアイマンション桜上水,,
,35.470449,139.5971677,シティウィンズ横浜三ッ沢公園,,
,35.6699797,139.6307118,ライオンズマンション桜上水,,
,35.7164345,139.6964435,グランヴァン高田馬場（オーナーチェンジ）,,
,35.686426,139.5608218,パロス三鷹,,
,35.5012685,139.6670829,エステート岸谷公園,,
,35.7493451,139.4494404,クオーレ武蔵大和パテラ,,
,35.6928844,139.7190227,マンション市谷台,,
,35.7019169,139.5148957,武蔵野サンハイツ武蔵小金井,,
,35.6765167,139.4680869,府中日鋼団地１６号棟,,
,35.7143218,139.7199216,目白台コーポ,,
,35.7081712,139.5611859,ミタカローヤルマンション,,
,35.6765167,139.4680869,府中日鋼団地３１号棟,,
,35.5732383,139.5695177,ライオンズマンション鷺沼第２,,
,35.7112833,139.7221937,アートハビテーション,,
,35.6570415,139.6951599,フィールＡ渋谷（オーナーチェンジ）,,
,35.6768663,139.6745472,カーサ幡ヶ谷（オーナーチェンジ）,,
,35.7419388,139.7450969,第２古河ガーデンマンション,,
,35.684568,140.0149712,アトランティス津田沼Ⅰ,,
,35.5863392,139.5736477,菱興マンション,,
,35.6765167,139.4680869,府中日綱団地１９号棟,,
,35.6847797,139.6904955,ハイネスロワイヤル（オーナーチェンジ）,,
,35.7066432,139.7639774,湯島武蔵野マンション（オーナーチェンジ）,,
,35.3463494,139.6181554,ランドステージ金沢文庫,,
,35.6290604,139.650512,中銀桜新町マンシオン,,
,35.6464694,139.73772,ベラパルト三田,,
,35.7130337,139.6374041,阿佐ヶ谷コーポラス（オーナーチェンジ）,,
,35.7085981,139.9440393,小栗原住宅２号棟,,
,35.7040012,139.6182088,荻窪ダイヤモンドマンション（オーナーチェンジ）,,
,35.6392345,139.667374,チサンマンション三軒茶屋第２（オーナーチェンジ）,,
,35.6402759,139.66218,ダイヤハイツ三軒茶屋（オーナーチェンジ）,,
,35.5751353,139.5751538,コーポ第２鷺沼,,
,35.6761164,139.6739167,シャンブル幡ヶ谷,,
,35.5785154,139.5898605,ルイシャトレ鷺沼ヒルトップコート,,
,35.6606142,139.6231072,セザール第二上北沢,,
,35.341856,139.4852475,ダイアパレス湘南藤沢Ⅱ,,
,35.7063227,139.5081741,ニュー小金井マンション,,
,35.4703592,139.532371,二俣川パーク・ホームズ壱番館,,
,35.4545593,139.6126385,グリフィン横浜ウェスタ（オーナーチェンジ）,,
,35.6879097,139.5602951,三鷹パールマンション,,
,35.4526946,139.5183278,ライオンズヒルズ希望ヶ丘（オーナーチェンジ）,,
,35.5291577,139.5017217,長津田パークハイツ,,
,35.6039551,139.6507906,自由ヶ丘フラワーマンション,,
,35.7255044,139.7409477,コンフォラス千石,,
,35.6605826,139.5648015,つつじが丘サンハイツ,,
,35.8360999,139.9398575,セレネ北小金Ⅱ,,
,35.7096838,139.7397788,菱和パレス文京南（オーナーチェンジ）,,
,35.5260953,139.7022041,アヴァンツァーレ川崎ＥＡＳＴ 701号室（オーナーチェンジ）,,
,35.5260953,139.7022041,アヴァンツァーレ川崎ＥＡＳＴ 503号室（オ-ナーチェンジ）,,
,35.7491965,139.750485,ヴァレッシア尾久シティ（オーナーチェンジ）,,
,35.5113638,139.6215451,ＬＡ．ＰＲＡＹＬＥ新横浜（オーナーチェンジ）,,
,35.3017712,139.5984805,マイキャッスル湘南逗子サンヴェローナ参番館,,
,35.543519,139.7085094,日神デュオステージ六郷土手（オーナーチェンジ）,,
,35.4187391,139.6346733,インペリアルブラフ,,
,35.6969317,139.8403103,トレゾール亀戸1201号室（オーナーチェンジ）,,
,35.6969317,139.8403103,トレゾール亀戸401号室（オーナーチェンジ）,,
,35.7517016,139.7362831,ダイナシティ王子（オーナーチェンジ）,,
,35.5619003,139.5007729,グリーンヒル鴨志田団地20号棟403号室,,
,35.7016789,139.6204658,バームハイツ荻窪（オーナーチェンジ）,,
,35.5016647,139.6218148,篠原コーポラスＤ棟（オーナーチェンジ）,,
,35.3758775,139.6035933,リブゼ横浜プリズムコート（オーナーチェンジ）,,
,35.6908874,139.7874571,ワコー東日本橋マンション（オーナーチェンジ）,,
,35.733319,139.7536683,クリオ文京本駒込,,
,35.6935591,139.6878372,アイ・タウン,,
,35.6638784,139.7477299,パークコート虎ノ門愛宕タワー,,
,35.6484333,139.694049,ステラレジデンス中目黒,,
,35.6264615,139.6945276,マンションニュー目黒,,
,35.6007121,139.6636041,ステラスイート玉川田園調布,,
,35.6231454,139.6900919,ディアナコート碑文谷イーストアベニュー,,
,35.571372,139.6771104,パークハウス多摩川南参番館,,
,35.5906641,139.719124,ユニーブル大森山王,,
,35.7086593,139.6539305,ステラレジデンス高円寺 502号室,,
,35.7086593,139.6539305,ステラレジデンス高円寺 302号室,,
,35.7554334,139.666614,ステラレジデンス氷川台 505号室,,
,35.7554334,139.666614,ステラレジデンス氷川台 301号室,,
,35.7554334,139.666614,ステラレジデンス氷川台 107号室,,
,35.7086593,139.6539305,ステラレジデンス高円寺 202号室,,
,35.7574991,139.6769158,ハウス城北中央公園,,
,35.6833689,139.7992977,マンションニュー清澄,,
,35.766022,139.848978,リリオ弐番館,,
,35.7312428,139.8523882,ライオンズマンション立石リバーサイド,,
,35.7328508,139.8858098,セザール南小岩,,
,35.7489601,139.8691246,ライオンズマンション高砂,,
,35.6985168,139.5593143,ダイアパレス三鷹,,
,35.6546247,139.4604357,ヴェルドミール多摩川 402号室,,
,35.7340095,139.5496493,保谷パークハウスB棟,,
,35.6000232,139.6059128,溝の口スカイハイツ,,
,35.5924216,139.6019082,コスモ梶ケ谷,,
,35.5745437,139.5637604,たまプラーザパーク・ホームズ2番館,,
,35.5653147,139.6445747,ゾンネンハイム元住吉,,
,35.430043,139.6306958,リーベスト山手,,
,35.6084936,139.5400521,ステラガーデン南生田 705号室,,
,35.9084294,139.6381557,レクセル大宮,,
,35.8001335,139.7213578,デュオプラザ川口壱番館,,
,35.8471173,139.676541,パークホームズ南浦和セントラルフォレスト,,
,35.8897976,139.6285574,ポルテ29,,
,35.6674899,139.8550066,コスモ西葛西 902号室,,
,35.6400111,139.6009382,成城コーポ 307号室,,
,35.339848,139.5415597,グランフォート鎌倉山ノ内 209号室,,
,35.7056776,139.4725421,国分寺パーク・ホームズ 502号室,,
,35.733179,139.5490966,セザール西武柳沢 208号室,,
,35.6936757,139.839331,大島サンハイツ 302号室,,
,35.6638221,139.6134551,D'グラフォート世田谷芦花公園 323号室,,
,35.7080748,139.7085037,トーア早稲田マンション 204号室,,
,35.6602146,139.7350117,クリスタルコート鳥居坂 203号室,,
,35.5500627,139.5190703,扶桑ハイツ青葉台 501号室,,
,35.6960989,139.7270052,マンション市ヶ谷 603号室,,
,35.6038144,139.7450449,ライオンズマンション東大井第2 103号室,,
,35.7383719,139.7978623,ダイアパレスグランデージ千住大橋 202号室,,
,35.717813,139.8300912,東墨田中古戸建 -号室,,
,35.6235066,139.6938832,ビリジアン学芸大学 202号室,,
,35.6553357,139.6796419,グレンパーク駒場 E812号室,,
,35.7693737,139.8297629,サーパス綾瀬 702号室,,
,35.6650373,139.7734254,スカール築地 1102号室,,
,35.7369171,139.7296925,シャローム大塚 203号室,,
,35.7162722,139.7292387,イトーピア音羽 405号室,,
,35.5967836,139.7370415,日神パレステージ南大井 301号室,,
,35.7862297,139.7081844,アクトピア北赤羽壱番館 706号室,,
,35.7314771,139.5726478,ハイホーム武蔵関A館 401号室,,
,35.7355596,139.6657564,ルネ豊玉 103号室,,
,35.644536,139.7378286,ハイツ魚藍坂 102号室,,
,35.6175148,139.71214,ディナ・スカーラ品川戸越 103号室,,
,35.7735809,139.7013884,パークハイツ小豆沢 103号室,,
,35.7507212,139.7931281,レクセルマンション北千住 302号室,,
,35.6896527,139.7347272,パルシオ五番町 509号室,,
,35.862962,139.64772,ライオンズマンション浦和常盤公園 1004号室,,
,35.6759752,139.5919176,北烏山サン・ローモンド 205号室,,
,35.6521405,139.7350925,◆1棟売ビル(収益物件)◆エフステージ麻布ビル -号室,,
,35.6754865,139.8012088,ライオンズマンション門前仲町第6 901号室,,
,35.6484145,139.6850166,東山コーポラス 704号室,,
,35.655827,139.5659158,藤和調布柴崎コープ 106号室,,
,35.5970168,139.7438473,東建品川南ハイツ 1201号室,,
,35.6520959,139.7302569,ライオンズマンション元麻布 102号室,,
,35.6496794,139.7314138,ドムス南麻布・西館 202号室,,
,35.5469983,139.7368338,ブルーハイツ多摩川 507号室,,
,35.7762723,139.8067934,ナイスアーバン五反野中央本町 307号室,,
,35.6744358,139.6655036,エクセレンス笹塚 401号室,,
,35.6716607,139.6517021,グローリオ明大前 202号室,,
,35.6486653,139.7132113,ハイネス恵比寿 703号室,,
,35.6629362,139.6278234,桜上水ハイム 107号室,,
,35.6449868,139.6746038,藤和三軒茶屋コープ 204号室,,
,35.7696593,139.6790938,ハイネス上板橋 230号室,,
,35.6449868,139.6746038,藤和三軒茶屋コープ 1001号室,,
,35.6567757,139.6156331,パークスクエア千歳船橋 203号室,,
,35.6339948,139.7128534,エル・アルカサル目黒 301号室,,
,35.682007,139.6906987,アルス代々木参宮橋コート・アデリオン 209号室,,
,35.6136378,139.6779174,ミオカステーロ目黒都立大2 102号室,,
,35.7047339,139.5977051,エスカイア西荻窪 102号室,,
,35.626021,139.7208085,西五反田コープ 601号室,,
,35.6248662,139.4313111,グリーンコーポ多摩センター弐番館 305号室,,
,35.6187968,139.718695,五反田コーポビアネーズ【代理】 1101号室,,
,35.5582573,139.696484,ジェイパーク多摩川リバージュ 1003号室,,
,35.6594205,139.5084206,グリーンハイツ車返南第3号棟 102号室,,
,35.6467458,139.5839116,狛江ハイタウン2号棟 712号室,,
,35.6299225,139.692772,朝日ラ・パリオ学芸大学 204号室,,
,35.7482444,139.7344271,コーラルハイツ滝野川 104号室,,
,35.6443433,139.7048122,秀和恵比寿レジデンス 307号室,,
